station,slope,alt,d_source,strahler,width_river_mean,avg_depth_station_mean,width_river_cv,avg_depth_station_cv,DBO_med,flow_med,temperature_med,DBO_cv,flow_cv,temperature_cv
4301,2.78,397.04,32,4,10.875,0.7625,0.028578462552094758,0.026303918298551655,1.941311926831408,7.517580125806946,11.830842068584817,0.5672478057383549,0.24944042958720306,0.14545178813799062
4426,1.92,254.62,123,5,12,0.69,0.035533452725935076,0.03440728552622025,1.77453574260332,5.639323624505512,11.732715109573686,0.6861259178451261,0.8247618269761839,0.08854240119415106
4498,2.36,377.78,40,3,6.7318181818181815,0.36818181818181817,0.14257047151709573,0.11827650187032374,1.8473460826831491,2.229233500333269,11.744114979341413,0.6151820532734227,0.878176553013605,0.09401295870279917
4519,2.64,358.96,6,1,18,0.6909090909090909,0,0.010140973088419821,1.794140949829932,11.098128193044188,11.804951330108706,0.7017709688548053,0.27845270600631544,0.08899347377797222
4613,1.94,261.66,138,5,24.66,1.198888888888889,0.01825568317505718,0.18903327996372607,1.7914869913828253,43.868398325961344,11.496104018180423,0.7069985297422398,0.47133610273008336,0.08321448707078175
4678,2.61,330.09,14,1,18.25,0.7266666666666667,0.18116876805896223,0.13927274689128163,1.6762107604497882,26.78804143586649,11.728790883184312,0.717784553091491,0.5531383862917817,0.08051257676563169
4723,2.08,263.24,5,1,45,2.2,0,0.08131156281817417,2.08744218951215,79.44351827075023,11.891799761157237,0.6936461595172126,0.2996248046573739,0.08888324273114043
4730,0.96,149.88,54,3,6.43875,0.6406666666666667,0.18715500046046982,0.3952463367958757,2.1739179661340304,22.631929559715083,11.551777361035594,0.6393349921401342,0.678760260928486,0.09823989049795592
4785,2.02,245.33,323,6,58.24933333333333,3.0793333333333335,0.21430422016789785,0.2613415919401781,2.3754891547255688,86.40434788229315,12.287061821262029,0.6803435917469463,0.35820551849941507,0.09190668251288012
4830,1.78,162.37,8,3,3.750625,0.536875,0.14635745174584244,0.21856832204572485,2.532073735304214,21.150653416544106,11.825171539663447,0.5980256322670313,0.35186367377467886,0.08614186448610509
4942,1.95,205.37,9,2,74.04545454545455,3.424545454545455,0.14268486583523873,0.0473985327933515,2.647983180617284,169.87275712319098,13.149116378135329,0.6043148398157364,0.4089630427549145,0.1246760492859016
5105,1.23,177.7,47,3,5.06,0.8507692307692308,0.06000880020035167,0.5230992322226509,2.436984752488252,33.20962131995942,11.809271589668253,0.681136830500184,0.6835698649465756,0.09528202815238322
5191,1.85,180.63,613,7,174.15384615384616,4.095384615384615,0.0694940676696933,0.13407022634301569,2.7205919205235296,352.81775314936175,13.40427090094599,0.5100654396089132,0.38726711419245047,0.10535446499032405
5231,1.85,179.33,4,1,159,5.866363636363636,0.03720804895031205,0.051929934061021366,2.5504458321150603,322.97150551189213,13.507444514792462,0.5652253082195983,0.43080458441365255,0.11071971149706768
5253,1.56,293.35,29,3,6.833636363636364,0.20909090909090908,0.1768563023442003,0.19771855653742734,2.6034731266925695,7.737819355046987,10.431119589755083,0.6386924042820101,0.5628833277942743,0.1482247058792521
5503,1.78,138.98,3,1,65.02727272727273,3.131,0.10509957047969719,0.12553927395212341,2.6796305657429738,83.77236045020817,12.641022036627756,0.592660674662891,0.7133261045391746,0.14043514413871588
5530,1.75,134.94,19,2,74,3.141,0.04273348189416729,0.07350064349618922,2.6348515953723806,121.90508424969596,12.754101893340685,0.5880442641015698,0.7756555707603157,0.15386937445593335
5731,0.86,190.68,18,2,4.849333333333333,0.21533333333333332,0.09273230138893139,0.19376805631789285,2.06475960024148,5.690481499913239,11.719695914833117,0.6538852494865796,0.5699872503320559,0.10048174857921523
5763,1.31,181.66,2,1,12.363636363636363,1.1109090909090908,0.04080716742797532,0.10623872884207577,2.2425745499355947,9.346872931112394,11.810207344251147,0.5501248424746161,0.5209142292622289,0.12573607425956776
5831,2.15,184.99,21,2,19.846153846153847,1.0153846153846153,0.02795000988731775,0.21549268724316392,2.2380033334336287,10.510794296447877,11.817927761112555,0.6183182514505683,0.512343016332158,0.09412466785735937
5867,2.34,147.59,27,3,7.452173913043478,2.6004347826086955,0.03856824709693912,3.7852080237737242,2.345818363189835,6.812714584484269,11.46264267470931,0.6205955400215383,0.3988408363334563,0.11934494670028455
5903,1.23,117.65,6,2,10,0.5181818181818182,0,0.07564231978003544,2.375182675767224,2.7083814751272426,11.718555421930924,0.69158656405118,1.2658473782346644,0.1082133711707264
5930,1.72,157.34,11,2,39.89,2.228,0.019533049664827586,0.07992085234678493,2.5819169003672093,46.420240875682076,12.995669102723644,0.6228553718999147,0.58431813016131,0.15871977121543768
5980,1.86,148.66,366,6,63.166666666666664,3.7372727272727273,0.06106548581484373,0.15204320068889032,2.6624556865995386,58.317143095836094,13.460171072147824,0.6378081511809346,0.6487904662418998,0.16360847143674154
6020,2.1,271.02,88,4,15,0.7916666666666666,0,0.17208924028833666,2.140446186844755,16.530446996503517,12.062232956732483,0.6180799939497836,0.5558905103022213,0.13344521049626046
6059,0.9,146.01,27,4,6.556956521739131,0.4768181818181818,0.07805195700211034,0.34475595910835294,2.1385687354333798,6.98548436117605,11.685235196481605,0.7009096336245012,0.782899937499628,0.1088151106219399
6094,1.13,137.2,66,4,8.797,0.46299999999999997,0.06725975188174318,0.5811545262192536,2.309442575893339,4.1361867104092545,11.786554337206475,0.7149190461278517,0.320750841111325,0.11156273200512017
6268,2.32,103.75,1,1,4.205625,0.509375,0.058449698585889935,0.29211045118021695,2.5787781402696117,0.555342004942891,11.981721915906814,0.6270284100646912,1.2407508162147352,0.08151384495024
6382,1.85,177.43,742,7,222.75,4.533333333333333,0.1983742926891309,0.10901666630638364,2.5288677810114693,299.62554726254433,13.459070664328467,0.5999741775158054,0.5981622914703387,0.08276323463546219
6593,0.95,231.9,16,3,6.22,0.422,0.07630911941761731,0.1605189452345877,2.4648336144264413,2.3627100171176796,11.669513907796066,0.6067554439420032,1.2789433314556475,0.07363982685032511
6755,0.8,201.08,32,3,8.191666666666666,0.34541666666666665,0.07118939677223589,0.24070530656710612,2.483646319858835,4.219966596794497,11.63258760021911,0.5936945648201414,1.4771530904626542,0.07098913074588213
6966,1.75,204.87,1,1,4.280625,0.44866666666666666,0.16388193452882094,1.4762231035348967,2.627596693924804,6.947509493907287,11.595449439354365,0.6348369302215782,1.1908863965432674,0.08131123181552968
7247,1.42,89.33,11,3,4.9157142857142855,0.34500000000000003,0.08974581643163858,0.27327141380602105,2.3959414159659884,2.3926041522287287,11.811613470703433,0.663046852912136,1.3248795322767928,0.06276447372825304
7291,1.42,252.07,20,3,6.8575,0.44416666666666665,0.0376851885925384,0.4253863373543654,2.403906988272144,1.1596389809686956,11.5620513558396,0.6233184942758566,0.6363649951850046,0.07649100662047667
7438,2.79,199.92,53,3,6.645,0.555,0.0625423280943452,0.3030125943870533,2.263343116380482,2.523451217809198,11.764986559856855,0.6590205760943313,0.19873369203910532,0.06709071570505933
7467,2.24,184.32,5,2,2.874705882352941,0.22647058823529412,0.14271402833834354,0.40497829713489375,2.2627304565339226,4.898104626726802,11.746995993729543,0.6813013437577216,0.2338109815807304,0.06539309069882555
7472,1.94,125.85,11,3,4.125238095238095,0.32952380952380955,0.11213830863788606,0.3174799910585074,2.025110316755029,6.101210509030862,11.769594079575615,0.70162505017709,0.5694914832712877,0.06393659126715005
7517,1.81,138.76,29,3,6.135,0.4261111111111111,0.07236880913934703,0.22294856320809586,2.306049604161647,0.9322646889598613,11.53330839579927,0.662154850575538,0.7901483353868206,0.08786144874766832
7594,3.12,160.9,39,3,10.268,0.59,0.058413766724970916,0.21468926553672318,2.2944939988410367,6.916226556653941,11.602778181614685,0.6262314313791242,0.4323944671427347,0.0734265508900362
7661,1.77,211.67,13,3,2.363157894736842,0.17789473684210527,0.13442437081792644,0.3243181777533332,2.32584547369404,8.377524070063927,11.691715344305386,0.5966497723337308,0.5227827344219428,0.08774011922703377
7708,2.18,200.03,153,5,40.07,2.041,0.16172713665732627,0.09621810322226233,2.2571476286818246,21.0046904216972,11.634115626062655,0.6293618764896567,0.4128895441771575,0.08783762123063535
7783,2.6,230.01,10,3,5.628125,0.2325,0.1453934807750381,0.3456951621059805,2.325174017834137,1.5733419917501252,11.52451630364758,0.6158021468355431,0.6425719838968865,0.08279411909731785
7840,1.68,145.62,30,3,5.89,0.29444444444444445,0.07250519228375316,0.12772606962500496,2.2584245287718305,5.383300530348965,11.714324389356099,0.6385329335337373,0.7674330112218426,0.06928148813708955
7891,1.44,91.14,27,3,5.426666666666667,0.22277777777777777,0.08469350299788411,0.3390021585986984,2.322687270807095,2.292871041420703,11.726128051963082,0.6030728558287377,0.38300194223939393,0.06733552128376726
7940,1.89,247.18,8,1,2.6225,0.1756521739130435,0.11121853208295576,0.4165274710830992,2.4193168449447584,3.144373313384018,11.14749982461241,0.6234845427388336,0.76930993628808,0.08150568575696342
7973,2.6,192.23,44,4,11.563,0.45,0.05514747372719379,0.2587296177270071,2.445036103282358,6.984679130243623,12.138644755175319,0.5899275261117061,0.38585566910579816,0.06660833966374904
8038,1.96,87.48,18,2,4.486111111111111,0.255,0.1347653148378713,0.24258224409011026,2.4613068709712493,6.892271313637454,11.740089080504637,0.6440456823358699,0.5639761069009267,0.06381735655859172
8083,1.15,51.67,9,2,3.715,0.2888235294117647,0.10694972164874086,0.16234300075846636,2.4348606207609325,6.798442305240325,11.791803831619909,0.6365027072332378,0.8226889692640208,0.06495879475259267
8127,1.81,83.01,15,2,6.4575,0.32916666666666666,0.10266503116105914,0.2477663323892284,2.456500819187471,6.89619647516197,11.844803161785142,0.6343203406317479,0.5663457288375336,0.06317642134093827
8226,2.08,103.93,0,1,5.1738888888888885,0.2922222222222222,0.08933980066944977,0.2793820819342522,2.435286855867163,3.3334220653255193,11.867972212817536,0.5794389296197339,0.2886208336799482,0.0651406273112407
8257,2.26,131.21,29,2,6.545454545454545,0.22818181818181818,0.08547466414017983,0.2657224172726524,2.4373461704484973,1.9421499299766243,12.323690904848021,0.6237019672094423,0.3721049733821763,0.11161444146211733
8314,3.1,184.19,3,2,2.435416666666667,0.16083333333333333,0.16572240647083822,0.419668259767139,2.4040778295434575,1.26075370942533,11.030027974793143,0.6145677652098565,0.412408470272362,0.07621951459514197
8325,3.1,184.19,417,7,6.6925,0.33625,0.05013217223836352,0.16320789298598076,2.4123202802317802,1.5701068611023559,11.222199040838507,0.6154946682198191,0.3250990430246312,0.07405048026348987
8383,2.43,240.19,18,2,4.586315789473685,0.2005263157894737,0.11694299013607412,0.18987545757503627,2.4145375986612403,1.0672003370351695,11.197089130476257,0.6014939945439292,1.1546591994250104,0.11383762388890273
8442,1.97,156.11,4,1,17.274,0.41700000000000004,0.09191618197401853,0.2954499603105226,2.447743517215017,9.647105288502837,13.050524764098068,0.6045393128420538,0.3837442011937048,0.11486728079848965
8530,5.57,1259.59,9,2,5.09047619047619,0.28476190476190477,0.08694889875287325,0.30384251851831384,1.5927002599364901,2.817099445571837,9.732446495457044,0.1754987879257248,0.3845512615563457,0.10808736518649215
8564,5.62,1135.4,10,1,1.2683333333333333,0.14083333333333334,0.11159460575853948,0.2630066932557558,1.6525632667572678,9.43320962897321,9.17598279180796,0.17690284936117726,0.565853603070298,0.1444274751678043
8588,3.95,1043.18,3,1,5.543,0.268,0.12996884671324138,0.19571281853503425,1.724333511180551,0.8947853141826027,9.980551019788109,0.12428307523791644,1.1649227836968732,0.11404607213806363
8618,6.5,1059.01,2,1,4.1305555555555555,0.24833333333333332,0.1551462453956665,0.3902338896099909,1.7125646018042358,11.14322848950236,10.19985810315255,0.1651782907083801,0.2723316181733867,0.12919486430421065
8629,5.66,1030.87,9,2,9.253,0.375,0.056508993947180966,0.26044596131526415,1.359678492496984,12.950867686083207,10.245520179945988,0.39019224637384275,0.45286647952153597,0.12419031589873751
8738,5.87,714,8,2,15.085,0.385,0.19332070443137706,0.24188251159651933,1.436400958589994,8.141785641869738,10.281650776489377,0.35074935588971123,0.2165248662927702,0.11435618545968258
8776,6.75,603.29,33,3,7.04578947368421,0.3021052631578947,0.12829998080097996,0.28465593429984876,1.8956270599671325,15.990015353727003,10.54516460657871,0.2806736502959592,0.20036388238757932,0.11860326280623613
